Index,Token ID,Token Text,Attention Mask
1535,760, |,1
1536,10815, bond,1
1537,760, |,1
1538,362, A,1
1539,3361,ROM,1
1540,46359,ATIC,1
1541,760, |,1
1542,6857, none,1
1543,760, |,1
1544,3007, True,1
1545,9248," |
",1
1546,91,|,1
1547,220, ,1
1548,16,1,1
1549,66832, <->,1
1550,220, ,1
1551,16,1,1
1552,24,9,1
1553,760, |,1
1554,10815, bond,1
1555,760, |,1
1556,362, A,1
1557,3361,ROM,1
1558,46359,ATIC,1
1559,760, |,1
1560,6857, none,1
1561,760, |,1
1562,3007, True,1
1563,9248," |
",1
1564,91,|,1
1565,220, ,1
1566,16,1,1
1567,66832, <->,1
1568,220, ,1
1569,17,2,1
1570,20,5,1
1571,760, |,1
1572,10815, bond,1
1573,760, |,1
1574,362, A,1
1575,3361,ROM,1
1576,46359,ATIC,1
1577,760, |,1
1578,6857, none,1
1579,760, |,1
1580,3007, True,1
1581,9248," |
",1
1582,91,|,1
1583,220, ,1
1584,16,1,1
1585,66832, <->,1
1586,220, ,1
1587,16,1,1
1588,19,4,1
1589,760, |,1
1590,10815, bond,1
1591,760, |,1
1592,362, A,1
1593,3361,ROM,1
1594,46359,ATIC,1
1595,760, |,1
1596,6857, none,1
1597,760, |,1
1598,3007, True,1
1599,9248," |
",1
1600,91,|,1
1601,220, ,1
1602,17,2,1
1603,66832, <->,1
1604,220, ,1
1605,18,3,1
1606,15,0,1
1607,760, |,1
1608,10815, bond,1
1609,760, |,1
1610,66759, SINGLE,1
1611,760, |,1
1612,6857, none,1
1613,760, |,1
1614,3557, False,1
1615,9248," |
",1
1616,91,|,1
1617,220, ,1
1618,17,2,1
1619,66832, <->,1
1620,220, ,1
1621,17,2,1
1622,22,7,1
1623,760, |,1
1624,10815, bond,1
1625,760, |,1
1626,66759, SINGLE,1
1627,760, |,1
1628,6857, none,1
1629,760, |,1
1630,3557, False,1
1631,9248," |
",1
1632,91,|,1
1633,220, ,1
1634,18,3,1
1635,66832, <->,1
1636,220, ,1
1637,17,2,1
1638,17,2,1
1639,760, |,1
1640,10815, bond,1
1641,760, |,1
1642,66759, SINGLE,1
1643,760, |,1
1644,6857, none,1
1645,760, |,1
1646,3557, False,1
1647,9248," |
",1
1648,91,|,1
1649,220, ,1
1650,18,3,1
1651,66832, <->,1
1652,220, ,1
1653,21,6,1
1654,760, |,1
1655,10815, bond,1
1656,760, |,1
1657,66759, SINGLE,1
1658,760, |,1
1659,6857, none,1
1660,760, |,1
1661,3007, True,1
1662,9248," |
",1
1663,91,|,1
1664,220, ,1
1665,19,4,1
1666,66832, <->,1
1667,220, ,1
1668,17,2,1
1669,20,5,1
1670,760, |,1
1671,10815, bond,1
1672,760, |,1
1673,362, A,1
1674,3361,ROM,1
1675,46359,ATIC,1
1676,760, |,1
1677,6857, none,1
1678,760, |,1
1679,3007, True,1
1680,9248," |
",1
1681,91,|,1
1682,220, ,1
1683,19,4,1
1684,66832, <->,1
1685,220, ,1
1686,16,1,1
1687,20,5,1
1688,760, |,1
1689,10815, bond,1
1690,760, |,1
1691,362, A,1
1692,3361,ROM,1
1693,46359,ATIC,1
1694,760, |,1
1695,6857, none,1
1696,760, |,1
1697,3007, True,1
1698,9248," |
",1
1699,91,|,1
1700,220, ,1
1701,19,4,1
1702,66832, <->,1
1703,220, ,1
1704,24,9,1
1705,760, |,1
1706,10815, bond,1
1707,760, |,1
1708,66759, SINGLE,1
1709,760, |,1
1710,6857, none,1
1711,760, |,1
1712,3007, True,1
1713,9248," |
",1
1714,91,|,1
1715,220, ,1
1716,20,5,1
1717,66832, <->,1
1718,220, ,1
1719,16,1,1
1720,15,0,1
1721,760, |,1
1722,10815, bond,1
1723,760, |,1
1724,362, A,1
1725,3361,ROM,1
1726,46359,ATIC,1
1727,760, |,1
1728,6857, none,1
1729,760, |,1
1730,3007, True,1
1731,9248," |
",1
1732,91,|,1
1733,220, ,1
1734,20,5,1
1735,66832, <->,1
1736,220, ,1
1737,17,2,1
1738,16,1,1
1739,760, |,1
1740,10815, bond,1
1741,760, |,1
1742,362, A,1
1743,3361,ROM,1
1744,46359,ATIC,1
1745,760, |,1
1746,6857, none,1
1747,760, |,1
1748,3007, True,1
1749,9248," |
",1
1750,91,|,1
1751,220, ,1
1752,21,6,1
1753,66832, <->,1
1754,220, ,1
1755,16,1,1
1756,17,2,1
1757,760, |,1
1758,10815, bond,1
1759,760, |,1
1760,56272, DOUBLE,1
1761,760, |,1
1762,6857, none,1
1763,760, |,1
1764,3007, True,1
1765,9248," |
",1
1766,91,|,1
1767,220, ,1
1768,21,6,1
1769,66832, <->,1
1770,220, ,1
1771,16,1,1
1772,21,6,1
1773,760, |,1
1774,10815, bond,1
1775,760, |,1
1776,66759, SINGLE,1
1777,760, |,1
1778,6857, none,1
1779,760, |,1
1780,3557, False,1
1781,9248," |
",1
1782,91,|,1
1783,220, ,1
1784,22,7,1
1785,66832, <->,1
1786,220, ,1
1787,16,1,1
1788,21,6,1
1789,760, |,1
1790,10815, bond,1
1791,760, |,1
1792,66759, SINGLE,1
1793,760, |,1
1794,6857, none,1
1795,760, |,1
1796,3557, False,1
1797,9248," |
",1
1798,91,|,1
1799,220, ,1
1800,23,8,1
1801,66832, <->,1
1802,220, ,1
1803,18,3,1
1804,16,1,1
1805,760, |,1
1806,10815, bond,1
1807,760, |,1
1808,362, A,1
1809,3361,ROM,1
1810,46359,ATIC,1
1811,760, |,1
1812,6857, none,1
1813,760, |,1
1814,3007, True,1
1815,9248," |
",1
1816,91,|,1
1817,220, ,1
1818,23,8,1
1819,66832, <->,1
1820,220, ,1
1821,17,2,1
1822,18,3,1
1823,760, |,1
1824,10815, bond,1
1825,760, |,1
1826,66759, SINGLE,1
1827,760, |,1
1828,6857, none,1
1829,760, |,1
1830,3007, True,1
1831,9248," |
",1
1832,91,|,1
1833,220, ,1
1834,24,9,1
1835,66832, <->,1
1836,220, ,1
1837,16,1,1
1838,15,0,1
1839,760, |,1
1840,10815, bond,1
1841,760, |,1
1842,362, A,1
1843,3361,ROM,1
1844,46359,ATIC,1
1845,760, |,1
1846,6857, none,1
1847,760, |,1
1848,3007, True,1
1849,9248," |
",1
1850,91,|,1
1851,220, ,1
1852,24,9,1
1853,66832, <->,1
1854,220, ,1
1855,16,1,1
1856,16,1,1
1857,760, |,1
1858,10815, bond,1
1859,760, |,1
1860,362, A,1
1861,3361,ROM,1
1862,46359,ATIC,1
1863,760, |,1
1864,6857, none,1
1865,760, |,1
1866,3007, True,1
1867,9248," |
",1
1868,91,|,1
1869,220, ,1
1870,16,1,1
1871,16,1,1
1872,66832, <->,1
1873,220, ,1
1874,17,2,1
1875,19,4,1
1876,760, |,1
1877,10815, bond,1
1878,760, |,1
1879,362, A,1
1880,3361,ROM,1
1881,46359,ATIC,1
1882,760, |,1
1883,6857, none,1
1884,760, |,1
1885,3007, True,1
1886,9248," |
",1
1887,91,|,1
1888,220, ,1
1889,16,1,1
1890,16,1,1
1891,66832, <->,1
1892,220, ,1
1893,17,2,1
1894,24,9,1
1895,760, |,1
1896,10815, bond,1
1897,760, |,1
1898,66759, SINGLE,1
1899,760, |,1
1900,6857, none,1
1901,760, |,1
1902,3557, False,1
1903,9248," |
",1
1904,91,|,1
1905,220, ,1
1906,16,1,1
1907,18,3,1
1908,66832, <->,1
1909,220, ,1
1910,17,2,1
1911,17,2,1
1912,760, |,1
1913,10815, bond,1
1914,760, |,1
1915,66759, SINGLE,1
1916,760, |,1
1917,6857, none,1
1918,760, |,1
1919,3557, False,1
1920,9248," |
",1
1921,91,|,1
1922,220, ,1
1923,16,1,1
1924,18,3,1
1925,66832, <->,1
1926,220, ,1
1927,17,2,1
1928,15,0,1
1929,760, |,1
1930,10815, bond,1
1931,760, |,1
1932,66759, SINGLE,1
1933,760, |,1
1934,6857, none,1
1935,760, |,1
1936,3557, False,1
1937,9248," |
",1
1938,91,|,1
1939,220, ,1
1940,16,1,1
1941,19,4,1
1942,66832, <->,1
1943,220, ,1
1944,17,2,1
1945,23,8,1
1946,760, |,1
1947,10815, bond,1
1948,760, |,1
1949,362, A,1
1950,3361,ROM,1
1951,46359,ATIC,1
1952,760, |,1
1953,6857, none,1
1954,760, |,1
1955,3007, True,1
1956,9248," |
",1
1957,91,|,1
1958,220, ,1
1959,16,1,1
1960,19,4,1
1961,66832, <->,1
1962,220, ,1
1963,18,3,1
1964,16,1,1
1965,760, |,1
1966,10815, bond,1
1967,760, |,1
1968,362, A,1
1969,3361,ROM,1
1970,46359,ATIC,1
1971,760, |,1
1972,6857, none,1
1973,760, |,1
1974,3007, True,1
1975,9248," |
",1
1976,91,|,1
1977,220, ,1
1978,16,1,1
1979,20,5,1
1980,66832, <->,1
1981,220, ,1
1982,17,2,1
1983,23,8,1
1984,760, |,1
1985,10815, bond,1
1986,760, |,1
1987,362, A,1
1988,3361,ROM,1
1989,46359,ATIC,1
1990,760, |,1
1991,6857, none,1
1992,760, |,1
1993,3007, True,1
1994,9248," |
",1
1995,91,|,1
1996,220, ,1
1997,16,1,1
1998,21,6,1
1999,66832, <->,1
2000,220, ,1
2001,17,2,1
2002,21,6,1
2003,760, |,1
2004,10815, bond,1
2005,760, |,1
2006,66759, SINGLE,1
2007,760, |,1
2008,6857, none,1
2009,760, |,1
2010,3557, False,1
2011,9248," |
",1
2012,91,|,1
2013,220, ,1
2014,16,1,1
2015,22,7,1
2016,66832, <->,1
2017,220, ,1
2018,17,2,1
2019,15,0,1
2020,760, |,1
2021,10815, bond,1
2022,760, |,1
2023,66759, SINGLE,1
2024,760, |,1
2025,6857, none,1
2026,760, |,1
2027,3557, False,1
2028,9248," |
",1
2029,91,|,1
2030,220, ,1
2031,16,1,1
2032,23,8,1
2033,66832, <->,1
2034,220, ,1
2035,17,2,1
2036,15,0,1
2037,760, |,1
2038,10815, bond,1
2039,760, |,1
2040,66759, SINGLE,1
2041,760, |,1
2042,6857, none,1
2043,760, |,1
2044,3557, False,1
2045,9248," |
",1
2046,91,|,1
2047,220, ,1
2048,17,2,1
2049,15,0,1
2050,66832, <->,1
2051,220, ,1
2052,18,3,1
2053,15,0,1
2054,760, |,1
2055,10815, bond,1
2056,760, |,1
2057,66759, SINGLE,1
2058,760, |,1
2059,6857, none,1
2060,760, |,1
2061,3557, False,1
2062,9248," |
",1
2063,91,|,1
2064,220, ,1
2065,17,2,1
2066,16,1,1
2067,66832, <->,1
2068,220, ,1
2069,17,2,1
2070,19,4,1
2071,760, |,1
2072,10815, bond,1
2073,760, |,1
2074,362, A,1
2075,3361,ROM,1
2076,46359,ATIC,1
2077,760, |,1
2078,6857, none,1
2079,760, |,1
2080,3007, True,1
2081,9248," |
",1
2082,91,|,1
2083,220, ,1
2084,17,2,1
2085,17,2,1
2086,66832, <->,1
2087,220, ,1
2088,17,2,1
2089,22,7,1
2090,760, |,1
2091,10815, bond,1
2092,760, |,1
2093,66759, SINGLE,1
2094,760, |,1
2095,6857, none,1
2096,760, |,1
2097,3557, False,1
2098,9248," |
",1
2099,13874,``,1
2100,3989,"`
",1
2101,38214,Below,1
2102,374, is,1
2103,279, the,1
2104,3405, question,1
2105,911, about,1
2106,279, the,1
2107,4771, graph,1
2108,510,":
",1
2109,51255,β,1
2110,6222,-S,1
2111,50856,ecret,1
2112,519,ase,1
2113,220, ,1
2114,16,1,1
2115,320, (,1
2116,33,B,1
2117,5576,ACE,1
2118,12,-,1
2119,16,1,1
2120,8,),1
2121,3209, enc,1
2122,2539,odes,1
2123,264, a,1
2124,4462, member,1
2125,315, of,1
2126,279, the,1
2127,1051, pe,1
2128,417,pt,1
2129,307,id,1
2130,519,ase,1
2131,362, A,1
2132,16,1,1
2133,2997, family,1
2134,315, of,1
2135,438, as,1
2136,4480,part,1
2137,292,ic,1
2138,5425, prote,1
2139,2264,ases,1
2140,13,.,1
2141,576, The,1
2142,4541, active,1
2143,2747, site,1
2144,315, of,1
2145,425, B,1
2146,5576,ACE,1
2147,16,1,1
2148,374, is,1
2149,7407, located,1
2150,304, in,1
2151,1181, its,1
2152,11482, extr,1
2153,64341,acellular,1
2154,7947, domain,1
2155,323, and,1
2156,5610, contains,1
2157,264, a,1
2158,14260, typical,1
2159,438, as,1
2160,4480,part,1
2161,292,ic,1
2162,5425, prote,1
2163,519,ase,1
2164,33354, catal,1
2165,69404,ytic,1
2166,2747, site,1
2167,11,",",1
2168,23415, composed,1
2169,315, of,1
2170,1378, two,1
2171,1585, cons,1
2172,2771,erved,1
2173,438, as,1
2174,4480,part,1
2175,292,ic,1
2176,13621, acid,1
2177,70683, residues,1
2178,320, (,1
2179,2121,As,1
2180,79,p,1
2181,18,3,1
2182,17,2,1
2183,323, and,1
2184,1634, As,1
2185,79,p,1
2186,17,2,1
2187,17,2,1
2188,23,8,1
2189,701,"),",1
2190,29064, forming,1
2191,264, a,1
2192,33354, catal,1
2193,69404,ytic,1
2194,13955, dy,1
2195,329,ad,1
2196,13,.,1
2197,1096, This,1
2198,4541, active,1
2199,2747, site,1
2200,374, is,1
2201,30083, situated,1
2202,304, in,1
2203,264, a,1
2204,7548, highly,1
2205,16643, hydro,1
2206,45085,phil,1
2207,292,ic,1
2208,272, c,1
2209,2359,left,1
2210,11,",",1
2211,27362, enabling,1
2212,432, it,1
2213,311, to,1
2214,10719, bind,1
2215,311, to,1
2216,279, the,1
2217,33218, β,1
2218,28554,-site,1
2219,315, of,1
2220,17912, APP,1
2221,369, for,1
2222,3151, specific,1
2223,11299, cle,1
2224,67156,avage,1
2225,13,.,1
2226,5309, Key,1
2227,4419, features,1
2228,315, of,1
2229,425, B,1
2230,5576,ACE,1
2231,16,1,1
2232,67542, inhibitors,1
2233,2924, include,1
2234,25,:,1
2235,1550, high,1
2236,50452, affinity,1
2237,320, (,1
2238,27992,stable,1
2239,10970, binding,1
2240,311, to,1
2241,1634, As,1
2242,79,p,1
2243,18,3,1
2244,17,2,1
2245,323, and,1
2246,1634, As,1
2247,79,p,1
2248,17,2,1
2249,17,2,1
2250,23,8,1
2251,11,",",1
2252,26905, mim,1
2253,16272,icking,1
2254,17912, APP,1
2255,10970, binding,1
2256,701,"),",1
2257,3293, select,1
2258,1927,ivity,1
2259,320, (,1
2260,47856,avoid,1
2261,287,ing,1
2262,60378, inhibition,1
2263,315, of,1
2264,4998, hom,1
2265,1609,olog,1
2266,782,ous,1
2267,27796, proteins,1
2268,701,"),",1
2269,1661, good,1
2270,8109, brain,1
2271,43496, penetration,1
2272,320, (,1
2273,19133,optim,1
2274,4849,izing,1
2275,19050, lip,1
2276,97535,ophil,1
2277,61691,icity,1
2278,323, and,1
2279,17719, reducing,1
2280,393, P,1
2281,2371,-g,1
2282,79,p,1
2283,3289, eff,1
2284,62859,lux,1
2285,701,"),",1
2286,40761, metabolic,1
2287,19753, stability,1
2288,320, (,1
2289,776,pro,1
2290,4825,long,1
2291,287,ing,1
2292,4279, half,1
2293,25843,-life,1
2294,701,"),",1
2295,323, and,1
2296,3347, low,1
2297,3108, side,1
2298,6239, effects,1
2299,320, (,1
2300,1065,min,1
2301,318,im,1
2302,4849,izing,1
2303,2477, non,1
2304,6691,-A,1
2305,51255,β,1
2306,13904,-related,1
2307,24905, impacts,1
2308,568,).,1
2309,12553, Does,1
2310,279, the,1
2311,2661, given,1
2312,41930, molecule,1
2313,67933, inhibit,1
2314,425, B,1
2315,5576,ACE,1
2316,12,-,1
2317,16,1,1
2318,30,?,1
2319,151645,<|im_end|>,1
2320,198,"
",1
2321,151644,<|im_start|>,1
2322,77091,assistant,1
2323,198,"
",1
